Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Visit Shop With Chiller And Overwrite Scenario,,,2018-06-26 14:45:19,2018-06-26 14:45:34,14.682s,FAILED
,,,,,,
Test Cases/LaunchingApp/LaunchApp,,,2018-06-26 14:45:19,2018-06-26 14:45:31,11.321s,FAILED
startApplication,,,2018-06-26 14:45:20,2018-06-26 14:45:31,10.548s,FAILED
,,,,,,
Test Cases/Attendance/MarkSupervisorAttendance,,,2018-06-26 14:45:31,2018-06-26 14:45:31,0.617s,FAILED
verifyElementText,,,2018-06-26 14:45:31,2018-06-26 14:45:31,0.184s,PASSED
,,,,,,
Test Cases/Attendance/MarkMerchandisersAttendance,,,2018-06-26 14:45:31,2018-06-26 14:45:32,0.589s,FAILED
verifyElementText,,,2018-06-26 14:45:32,2018-06-26 14:45:32,0.076s,PASSED
,,,,,,
Test Cases/WW/VisitWW,,,2018-06-26 14:45:32,2018-06-26 14:45:32,0.425s,FAILED
verifyElementText,,,2018-06-26 14:45:32,2018-06-26 14:45:32,0.028s,PASSED
,,,,,,
Test Cases/WW/ShopWithChiller/ChooseShopForShopOpen,,,2018-06-26 14:45:32,2018-06-26 14:45:33,0.535s,FAILED
swipe,,,2018-06-26 14:45:33,2018-06-26 14:45:33,0.136s,PASSED
,,,,,,
Test Cases/WW/ShopOpen/VisitShopOpen,,,2018-06-26 14:45:33,2018-06-26 14:45:33,0.297s,FAILED
tap,,,2018-06-26 14:45:33,2018-06-26 14:45:33,0.045s,PASSED
,,,,,,
Test Cases/WW/ShopOpen/VisitShopProducts,,,2018-06-26 14:45:33,2018-06-26 14:45:34,0.231s,FAILED
verifyElementText,,,2018-06-26 14:45:34,2018-06-26 14:45:34,0.008s,PASSED
